DateTime,IncidentNumber,IncidentORI
2022-02-14 20:30:00,2022-00002286,2800 VENTURE DR
2022-02-14 20:31:00,2022-00008342,1304 JENKINS AVE
2022-02-14 20:32:00,2022-00008344,1066 CARLISLE CIR
2022-02-14 20:50:00,2022-00008346,1050 RAMBLING OAKS DR
2022-02-14 21:00:00,2022-00008345,3501 W MAIN ST
2022-02-14 21:06:00,2022-00008347,1401 E CEDAR LANE RD
2022-02-14 21:15:00,2022-00002287,1400 DON RAY CIR
2022-02-14 21:21:00,2022-00008349,616 TULSA ST
2022-02-14 21:22:00,2022-00008348,320 CHALMETTE DR
2022-02-14 21:26:00,2022-00008350,1200 DON RAY RD
2022-02-14 21:27:00,2022-00008351,5401 HUETTNER DR
2022-02-14 22:01:00,2022-00008352,909 24TH AVE SW
2022-02-14 22:02:00,2022-00002288,800 W ROBINSON ST
2022-02-14 22:02:00,2022-00002907,800 W ROBINSON ST
2022-02-14 22:06:00,2022-00008353,5401 HUETTNER DR
2022-02-14 22:08:00,2022-00002908,901 N PORTER AVE
2022-02-14 22:19:00,2022-00002909,EMSSTAT
2022-02-14 22:28:00,2022-00002289,301 TRIAD VILLAGE DR
2022-02-14 22:28:00,2022-00002910,301 TRIAD VILLAGE DR
2022-02-14 22:34:00,2022-00008354,W BOYD ST / ELM AVE
2022-02-14 22:57:00,2022-00008355,962 W TECUMSEH RD
2022-02-14 23:01:00,2022-00008363,5401 HUETTNER DR
2022-02-14 23:03:00,2022-00008356,CHAUTAUQUA AVE / W BOYD ST
2022-02-14 23:03:00,2022-00008358,1600 E STATE HWY 9 HWY
2022-02-14 23:03:00,2022-00008357,201 REED AVE
2022-02-14 23:07:00,2022-00008359,2960 CLASSEN BLVD
2022-02-14 23:11:00,2022-00008360,1177 12TH AVE NE
2022-02-14 23:14:00,2022-00002290,2920 CHAUTAUQUA AVE
2022-02-14 23:16:00,2022-00002291,1316 SUPERIOR AVE
2022-02-14 23:16:00,2022-00002911,1316 SUPERIOR AVE
2022-02-14 23:18:00,2022-00008361,W BOYD ST / CHAUTAUQUA AVE
2022-02-14 23:20:00,2022-00002912,3300 HEALTHPLEX PKWY
2022-02-14 23:21:00,2022-00002292,2305 143RD AVE SE
2022-02-14 23:21:00,2022-00002913,2305 143RD AVE SE
2022-02-14 23:21:00,2022-00008362,2305 143RD AVE SE
2022-02-14 23:34:00,2022-00008364,1104 BRANDYWINE LN
2022-02-14 23:48:00,2022-00002293,442 BRYARWOOD DR
2022-02-14 23:56:00,2022-00008365,909 24TH AVE SW
2022-02-14 23:58:00,2022-00008366,2400 W BROOKS ST
2022-02-15 00:13:00,2022-00008367,WILTSHIRE DR / NORWOOD DR
2022-02-15 00:17:00,2022-00008368,1201 12TH AVE NE
2022-02-15 00:22:00,2022-00008369,901 N PORTER AVE
2022-02-15 00:47:00,2022-00002294,3900 E ROBINSON ST
2022-02-15 00:52:00,2022-00002295,2000 S I35 SB I
2022-02-15 01:15:00,2022-00008370,1607 FRANKLIN DR
2022-02-15 01:23:00,2022-00002296,1050 RAMBLING OAKS DR
2022-02-15 01:23:00,2022-00002914,1050 RAMBLING OAKS DR
2022-02-15 01:32:00,2022-00002297,1919 W BOYD ST
2022-02-15 01:34:00,2022-00008371,1122 24TH AVE SW
2022-02-15 01:36:00,2022-00002915,3300 HEALTHPLEX PKWY
2022-02-15 01:41:00,2022-00008372,3300 HEALTHPLEX PKWY
2022-02-15 01:41:00,2022-00008373,1301 GLEN OAKS CT
2022-02-15 02:00:00,2022-00008374,101 ANDOVER DR
2022-02-15 02:06:00,2022-00008375,W LINDSEY ST / MCGEE DR
2022-02-15 02:13:00,2022-00008376,776 12TH AVE NE
2022-02-15 02:25:00,2022-00008377,1601 S IS35 SERVICE RD
2022-02-15 02:57:00,2022-00002298,1913 GUILFORD CT
2022-02-15 02:57:00,2022-00002916,1913 GUILFORD CT
2022-02-15 03:12:00,2022-00008378,E ROBINSON ST / N CARTER AVE
2022-02-15 03:20:00,2022-00008379,1201 12TH AVE NE
2022-02-15 03:28:00,2022-00008380,1226 CLASSEN BLVD
2022-02-15 03:48:00,2022-00008381,WHEATLAND DR / 24TH AVE SE
2022-02-15 04:42:00,2022-00008382,201 W GRAY ST
2022-02-15 05:07:00,2022-00002299,1016 26TH AVE NW
2022-02-15 05:07:00,2022-00002917,1016 26TH AVE NW
2022-02-15 05:07:00,2022-00008383,1016 26TH AVE NW
2022-02-15 05:21:00,2022-00008384,1122 24TH AVE SW
2022-02-15 05:54:00,2022-00008385,N PORTER AVE / E GRAY ST
2022-02-15 06:39:00,2022-00008386,1800 LEGACY PARK DR
2022-02-15 06:46:00,2022-00002918,3942 JENKINS AVE
2022-02-15 06:46:00,2022-00008387,125 VICKSBURG AVE
2022-02-15 06:52:00,2022-00002300,1900 RENAISSANCE DR
2022-02-15 06:52:00,2022-00002919,1900 RENAISSANCE DR
2022-02-15 06:53:00,2022-00008389,705 E FRANK ST
2022-02-15 06:55:00,2022-00008388,35.2029283333333;-97.4702266666667
2022-02-15 07:04:00,2022-00008390,4223 28TH AVE NW
2022-02-15 07:12:00,2022-00008392,700 N INTERSTATE DR W
2022-02-15 07:13:00,2022-00008391,2000 W LINDSEY ST
2022-02-15 07:24:00,2022-00008393,1868 W LINDSEY ST
2022-02-15 07:32:00,2022-00008398,430 S LAHOMA AVE
2022-02-15 07:34:00,2022-00008397,1809 N STUBBEMAN AVE
2022-02-15 07:37:00,2022-00008394,3450 CHAUTAUQUA AVE
2022-02-15 07:39:00,2022-00002301,2741 LONG LAKE PL
2022-02-15 07:39:00,2022-00002920,2741 LONG LAKE PL
2022-02-15 07:43:00,2022-00008395,5401 HUETTNER DR
2022-02-15 07:48:00,2022-00008396,333 INTERSTATE DR E
2022-02-15 07:55:00,2022-00002302,3750 ASTOR DR
2022-02-15 08:00:00,2022-00008414,208 SANDSTONE DR
2022-02-15 08:00:00,2022-00008399,WATERLEAF DR / DAYFLOWER LN
2022-02-15 08:15:00,2022-00002303,1026 LOUISIANA ST
2022-02-15 08:15:00,2022-00002921,1026 LOUISIANA ST
2022-02-15 08:15:00,2022-00008400,1026 LOUISIANA ST
2022-02-15 08:16:00,2022-00002304,1002 24TH AVE SW
2022-02-15 08:16:00,2022-00002922,1002 24TH AVE SW
2022-02-15 08:26:00,2022-00008401,444 S FLOOD AVE
2022-02-15 08:33:00,2022-00002305,3700 WOOD VALLEY RD
2022-02-15 08:35:00,2022-00008402,3501 W MAIN ST
2022-02-15 08:36:00,2022-00002306,1650 84TH AVE SE
2022-02-15 08:36:00,2022-00002923,1650 84TH AVE SE
2022-02-15 08:40:00,2022-00008403,W LINDSEY ST / WYLIE RD
2022-02-15 08:41:00,2022-00008404,416 ANIOL AVE
2022-02-15 08:48:00,2022-00002924,EMSSTAT
2022-02-15 08:48:00,2022-00002307,1111 OAK TREE AVE
2022-02-15 08:52:00,2022-00002308,600 24TH AVE SW
2022-02-15 08:52:00,2022-00002925,600 24TH AVE SW
2022-02-15 08:52:00,2022-00008412,535 SHAWNEE ST
2022-02-15 09:06:00,2022-00002935,700 S TELEPHONE RD
2022-02-15 09:07:00,2022-00008406,3300 HEALTHPLEX PKWY
2022-02-15 09:10:00,2022-00008405,401 12TH AVE SE
2022-02-15 09:17:00,2022-00008407,210 S COCKREL AVE
2022-02-15 09:19:00,2022-00008408,302 N INTERSTATE DR
2022-02-15 09:21:00,2022-00008409,753 ASP AVE
2022-02-15 09:22:00,2022-00008410,201 W GRAY ST
2022-02-15 09:23:00,2022-00008411,1625 ROLLING STONE DR
2022-02-15 09:25:00,2022-00002928,901 N PORTER AVE
2022-02-15 09:25:00,2022-00002309,130 PAGE ST
2022-02-15 09:25:00,2022-00002926,130 PAGE ST
2022-02-15 09:31:00,2022-00002927,700 S TELEPHONE RD
2022-02-15 09:33:00,2022-00008413,2608 BARRY SWITZER AVE
2022-02-15 09:48:00,2022-00002929,3300 HEALTHPLEX PKWY
2022-02-15 09:51:00,2022-00008415,577 BUCHANAN AVE
2022-02-15 09:56:00,2022-00008416,1319 ERIE AVE
2022-02-15 09:58:00,2022-00008433,GLEN OAKS DR / GLEN OAKS CT
2022-02-15 10:00:00,2022-00008417,576 S UNIVERSITY BLVD
2022-02-15 10:01:00,2022-00008419,200 E GRAY ST
2022-02-15 10:07:00,2022-00008431,1601 RANGELINE RD
2022-02-15 10:08:00,2022-00002932,901 N PORTER AVE
2022-02-15 10:10:00,2022-00008418,CAMDEN WAY / S BERRY RD
2022-02-15 10:15:00,2022-00008436,750 CANADIAN TRAILS DR
2022-02-15 10:17:00,2022-00008420,100 E COMANCHE ST
2022-02-15 10:22:00,2022-00008422,W INDIAN HILLS RD / 24TH AVE NW
2022-02-15 10:25:00,2022-00008423,821 BILOXI DR
2022-02-15 10:25:00,2022-00002310,2210 RAVENWOOD LN
2022-02-15 10:25:00,2022-00008421,1420 GEORGE AVE
2022-02-15 10:28:00,2022-00008428,60TH AVE NW / W INDIAN HILLS RD
2022-02-15 10:29:00,2022-00002311,200 36TH AVE NW
2022-02-15 10:29:00,2022-00002930,200 36TH AVE NW
2022-02-15 10:29:00,2022-00008424,200 36TH AVE NW
2022-02-15 10:30:00,2022-00008427,2073 W LINDSEY ST
2022-02-15 10:34:00,2022-00008425,4321 HACKNEY WICK RD
2022-02-15 10:36:00,2022-00008452,333 E BROOKS ST
2022-02-15 10:42:00,2022-00008426,2400 W BROOKS ST
2022-02-15 10:43:00,2022-00002931,3300 HEALTHPLEX PKWY
2022-02-15 10:53:00,2022-00008429,800 LEXINGTON ST
2022-02-15 10:53:00,2022-00008430,1580 24TH AVE NW
2022-02-15 10:58:00,2022-00008432,3605 BARWICK DR
2022-02-15 11:06:00,2022-00008434,825 RED BIRD LN
2022-02-15 11:06:00,2022-00002313,1601 RANGELINE RD
2022-02-15 11:07:00,2022-00002312,1776 E ROBINSON ST
2022-02-15 11:13:00,2022-00002314,1016 26TH AVE NW
2022-02-15 11:13:00,2022-00002933,1016 26TH AVE NW
2022-02-15 11:13:00,2022-00008435,1016 26TH AVE NW
2022-02-15 11:16:00,2022-00008440,901 N PORTER AVE
2022-02-15 11:16:00,2022-00008448,CARNOUSTIE DR / GULLANE DR
2022-02-15 11:22:00,2022-00008437,1020 W BROOKS ST
2022-02-15 11:22:00,2022-00008441,901 N PORTER AVE
2022-02-15 11:25:00,2022-00008442,1006 FOUNTAIN GATE CIR
2022-02-15 11:30:00,2022-00008438,24TH AVE NW / MOUNT WILLIAMS DR
2022-02-15 11:34:00,2022-00002315,8100 BERT LN
2022-02-15 11:34:00,2022-00002934,8100 BERT LN
2022-02-15 11:34:00,2022-00008439,208 SANDSTONE DR
2022-02-15 11:34:00,2022-00002966,3300 HEALTHPLEX PKWY
2022-02-15 11:39:00,2022-00008455,502 S UNIVERSITY BLVD
2022-02-15 11:40:00,2022-00008443,425 W MAIN ST
2022-02-15 11:45:00,2022-00002936,EMSSTAT
2022-02-15 11:48:00,2022-00008457,2906 SANDSTONE CIR
2022-02-15 11:48:00,2022-00008444,JENKINS AVE / PAGE ST
2022-02-15 11:49:00,2022-00008445,100 26TH AVE SW
2022-02-15 11:52:00,2022-00002316,2000 S I35 SB I
2022-02-15 11:52:00,2022-00008447,2000 S I35 SB I
2022-02-15 11:53:00,2022-00008446,1809 N STUBBEMAN AVE
2022-02-15 12:00:00,2022-00008466,902 W MAIN ST
2022-02-15 12:01:00,2022-00002940,3300 HEALTHPLEX PKWY
2022-02-15 12:08:00,2022-00008451,24TH AVE SW / W STATE HWY 9 HWY
2022-02-15 12:13:00,2022-00008449,2000 ALAMEDA ST
2022-02-15 12:16:00,2022-00008450,WHITE ST / BUCHANAN AVE
2022-02-15 12:22:00,2022-00008454,84TH AVE SE / E CEDAR LANE RD
2022-02-15 12:24:00,2022-00008456,N BERRY RD / IOWA ST
2022-02-15 12:34:00,2022-00008453,2855 W INDIAN HILLS RD
2022-02-15 12:45:00,2022-00002317,2227 W LINDSEY ST
2022-02-15 12:45:00,2022-00002937,2227 W LINDSEY ST
2022-02-15 12:52:00,2022-00008459,W BROOKS ST / S BERRY RD
2022-02-15 12:53:00,2022-00008458,3624 GUILFORD LN
2022-02-15 12:56:00,2022-00002318,15951 LITTLE AXE DR
2022-02-15 12:56:00,2022-00002938,15951 LITTLE AXE DR
2022-02-15 12:57:00,2022-00008473,500 SHAWNEE ST
2022-02-15 13:05:00,2022-00008463,VICKSBURG CIR / VICKSBURG AVE
2022-02-15 13:07:00,2022-00008469,201 W GRAY ST
2022-02-15 13:09:00,2022-00008461,1409 CHARLES ST
2022-02-15 13:11:00,2022-00008460,809 GOLDEN EAGLE DR
2022-02-15 13:16:00,2022-00008462,1200 CHAUTAUQUA AVE
2022-02-15 13:17:00,2022-00008464,721 E MAIN ST
2022-02-15 13:19:00,2022-00002939,700 S TELEPHONE RD
2022-02-15 13:20:00,2022-00008465,2932 DEVONSHIRE DR
2022-02-15 13:31:00,2022-00008467,2505 W MAIN ST
2022-02-15 13:32:00,2022-00002319,3051 CLASSEN BLVD
2022-02-15 13:32:00,2022-00002941,3051 CLASSEN BLVD
2022-02-15 13:34:00,2022-00008468,WYLIE RD / W BOYD ST
2022-02-15 13:44:00,2022-00008484,900 W BOYD ST
2022-02-15 13:55:00,2022-00008470,1144 12TH AVE SE
2022-02-15 13:55:00,2022-00008471,100 S JAMES GARNER AVE
2022-02-15 13:57:00,2022-00008472,1596 24TH AVE SE
2022-02-15 13:58:00,2022-00008474,36TH AVE SW / W LINDSEY ST
2022-02-15 13:59:00,2022-00008479,JACKSON DR / CREST PL
2022-02-15 14:02:00,2022-00008475,100 26TH AVE SW
2022-02-15 14:07:00,2022-00002320,3251 CLASSEN BLVD
2022-02-15 14:10:00,2022-00008476,4700 E INDIAN HILLS RD
2022-02-15 14:12:00,2022-00008481,801 KETTLE RD
2022-02-15 14:12:00,2022-00008477,4216 HACKNEY WICK RD
2022-02-15 14:15:00,2022-00008478,201 W GRAY ST
2022-02-15 14:16:00,2022-00008490,1100 W LINDSEY ST
2022-02-15 14:17:00,2022-00008480,2200 CLASSEN BLVD
2022-02-15 14:18:00,2022-00008485,2232 LOUISE LN
2022-02-15 14:18:00,2022-00008486,576 S UNIVERSITY BLVD
2022-02-15 14:19:00,2022-00008482,915 CLASSEN BLVD
2022-02-15 14:20:00,2022-00008483,911 W MAIN ST
2022-02-15 14:27:00,2022-00002942,EMSSTAT
2022-02-15 14:27:00,2022-00002321,2818 CLASSEN BLVD
2022-02-15 14:29:00,2022-00008487,2525 W MAIN ST
2022-02-15 14:31:00,2022-00002943,600 24TH AVE SW
2022-02-15 14:38:00,2022-00008488,2109 BEVERLY HILLS ST
2022-02-15 14:40:00,2022-00008489,E LINDSEY ST / 24TH AVE SE
2022-02-15 14:40:00,2022-00002322,2426 BRENTWOOD DR
2022-02-15 14:40:00,2022-00002944,2426 BRENTWOOD DR
2022-02-15 14:47:00,2022-00008491,1001 LERKIM LN
2022-02-15 14:56:00,2022-00008492,475 STINSON ST
2022-02-15 14:57:00,2022-00008493,621 IOWA ST
2022-02-15 15:04:00,2022-00002323,500 E ROBINSON ST
2022-02-15 15:04:00,2022-00002945,500 E ROBINSON ST
2022-02-15 15:04:00,2022-00008497,6000 N I35 SB I
2022-02-15 15:06:00,2022-00008494,3103 COVE HOLLOW CT
2022-02-15 15:08:00,2022-00008495,318 E HAYES ST
2022-02-15 15:09:00,2022-00002324,225 INTERSTATE DR
2022-02-15 15:09:00,2022-00002946,225 INTERSTATE DR
2022-02-15 15:10:00,2022-00008496,W ROBINSON ST / 36TH AVE NW
2022-02-15 15:13:00,2022-00008501,3400 W TECUMSEH RD
2022-02-15 15:16:00,2022-00002959,901 N PORTER AVE
2022-02-15 15:23:00,2022-00002325,2618 BRENTWOOD DR
2022-02-15 15:25:00,2022-00008498,2130 ALAMEDA ST
2022-02-15 15:26:00,2022-00002326,213 E MAIN ST
2022-02-15 15:29:00,2022-00008499,24TH AVE SE / BEAUMONT DR
2022-02-15 15:32:00,2022-00002327,3231 HEALTHPLEX DR
2022-02-15 15:32:00,2022-00002947,3231 HEALTHPLEX DR
2022-02-15 15:36:00,2022-00008500,2200 CLASSEN BLVD
2022-02-15 15:42:00,2022-00008502,1860 168TH AVE NE
2022-02-15 15:44:00,2022-00002328,W MAIN ST / N WESTCHESTER AVE
2022-02-15 15:44:00,2022-00002948,W MAIN ST / N WESTCHESTER AVE
2022-02-15 15:44:00,2022-00008503,W MAIN ST / N WESTCHESTER AVE
2022-02-15 15:44:00,2022-00008505,2800 CHAUTAUQUA AVE
2022-02-15 15:45:00,2022-00002949,700 S TELEPHONE RD
2022-02-15 15:47:00,2022-00008504,JACKSON DR / 24TH AVE NE
2022-02-15 15:48:00,2022-00008506,ELM AVE / HOOVER ST
2022-02-15 15:49:00,2022-00008508,36TH AVE NW / RAMBLING OAKS DR
2022-02-15 15:51:00,2022-00008507,103 W ACRES ST
2022-02-15 15:52:00,2022-00002329,3110 W FRANKLIN RD
2022-02-15 15:53:00,2022-00002330,1050 RAMBLING OAKS DR
2022-02-15 15:53:00,2022-00002950,1050 RAMBLING OAKS DR
2022-02-15 16:01:00,2022-00002953,3300 HEALTHPLEX PKWY
2022-02-15 16:06:00,2022-00008510,S FLOOD AVE / W SYMMES ST
2022-02-15 16:06:00,2022-00002951,2900 S JENKINS AVE
2022-02-15 16:06:00,2022-00002952,2900 S JENKINS AVE
2022-02-15 16:06:00,2022-00008509,24TH AVE SE / ALAMEDA ST
2022-02-15 16:07:00,2022-00008511,ROCK CREEK TRL / N INTERSTATE DR
2022-02-15 16:14:00,2022-00002331,2000 S I35 SB I
2022-02-15 16:20:00,2022-00008513,640 S FLOOD AVE
2022-02-15 16:20:00,2022-00008512,3614 DOGWOOD DR
2022-02-15 16:23:00,2022-00008514,911 W MAIN ST
2022-02-15 16:27:00,2022-00002956,3300 HEALTHPLEX PKWY
2022-02-15 16:30:00,2022-00002332,401 12TH AVE SE
2022-02-15 16:30:00,2022-00002954,401 12TH AVE SE
2022-02-15 16:30:00,2022-00008515,401 12TH AVE SE
2022-02-15 16:30:00,2022-00008516,401 12TH AVE SE
2022-02-15 16:32:00,2022-00008517,800 LEXINGTON ST
2022-02-15 16:37:00,2022-00002333,715 WILLOW LN
2022-02-15 16:37:00,2022-00002955,715 WILLOW LN
2022-02-15 16:38:00,2022-00002958,3300 HEALTHPLEX PKWY
2022-02-15 16:41:00,2022-00008531,1904 BURNING TREE
2022-02-15 16:45:00,2022-00008518,3114 12TH AVE SE
2022-02-15 16:46:00,2022-00008519,9800 E STATE HWY 9 HWY
2022-02-15 16:47:00,2022-00008520,CHAUTAUQUA AVE & IMHOFF RD
2022-02-15 16:55:00,2022-00008521,N JONES AVE / E RICH ST
2022-02-15 16:57:00,2022-00008527,S PETERS AVE / E MAIN ST
2022-02-15 16:59:00,2022-00008526,12TH AVE SE / E BOYD ST
2022-02-15 17:00:00,2022-00008522,3368 RIVER OAKS DR
2022-02-15 17:00:00,2022-00008533,4701 CLOUDCROFT
2022-02-15 17:01:00,2022-00008523,3201 13TH PL
2022-02-15 17:04:00,2022-00002334,401 12TH AVE SE
2022-02-15 17:04:00,2022-00002957,401 12TH AVE SE
2022-02-15 17:05:00,2022-00002335,1900 RENAISSANCE DR
2022-02-15 17:05:00,2022-00008524,201 W GRAY ST
2022-02-15 17:11:00,2022-00008525,409 FOREMAN AVE
2022-02-15 17:22:00,2022-00008528,2323 CLASSEN BLVD
2022-02-15 17:27:00,2022-00008530,1938 FILLMORE AVE
2022-02-15 17:28:00,2022-00008529,911 W MAIN ST
2022-02-15 17:30:00,2022-00008536,1504 E LINDSEY ST
2022-02-15 17:34:00,2022-00008532,2108 LAFAYETTE DR
2022-02-15 17:35:00,2022-00008569,901 N PORTER AVE
2022-02-15 17:38:00,2022-00002336,805 SHADOWHILL ST
2022-02-15 17:40:00,2022-00002337,904 S COLLEGE AVE
2022-02-15 17:42:00,2022-00008534,3301 W MAIN ST
2022-02-15 17:45:00,2022-00008535,2361 ALAMEDA ST
2022-02-15 17:55:00,2022-00008537,1809 STUBBEMAN AVE
2022-02-15 17:55:00,2022-00008540,2939 WILLOW CREEK DR
2022-02-15 17:56:00,2022-00008538,TELLURIDE LN AND 12TH AVE SE
2022-02-15 17:56:00,2022-00008539,1153 24TH AVE SW
2022-02-15 18:03:00,2022-00008551,800 LEXINGTON ST
2022-02-15 18:06:00,2022-00008541,1805 VANESSA DR
2022-02-15 18:12:00,2022-00008542,819 E MOSIER ST
2022-02-15 18:13:00,2022-00008543,1916 FILLMORE AVE
2022-02-15 18:17:00,2022-00008544,650 ALAMEDA ST
2022-02-15 18:29:00,2022-00002961,700 S TELEPHONE RD
2022-02-15 18:36:00,2022-00002338,2818 CLASSEN BLVD
2022-02-15 18:36:00,2022-00002960,2818 CLASSEN BLVD
2022-02-15 18:40:00,2022-00008545,1411 DENISON DR
2022-02-15 18:42:00,2022-00008547,317 THORNEBROOK DR
2022-02-15 18:42:00,2022-00008564,1001 E ROBINSON ST
2022-02-15 18:43:00,2022-00002962,901 N PORTER AVE
2022-02-15 18:43:00,2022-00008546,E COMANCHE ST / S PORTER AVE
2022-02-15 18:45:00,2022-00002339,1310 COLLEGE AVE
2022-02-15 18:46:00,2022-00008549,316 FALCON CT
2022-02-15 18:51:00,2022-00008548,601 GYRFALCON DR
2022-02-15 18:55:00,2022-00008550,W STATE HWY 9 HWY / CHAUTAUQUA 
2022-02-15 19:01:00,2022-00002340,1200 NORTHERN HILLS RD
2022-02-15 19:04:00,2022-00008552,1312 E MAIN ST
2022-02-15 19:08:00,2022-00002341,3840 WAVERLY CT
2022-02-15 19:08:00,2022-00002963,3840 WAVERLY CT
2022-02-15 19:09:00,2022-00008554,628 TOLLIE DR
2022-02-15 19:10:00,2022-00008553,35.2046561833333;-97.4720664
2022-02-15 19:10:00,2022-00008555,420 S PORTER AVE
2022-02-15 19:27:00,2022-00008561,2555 HEMPHILL DR
2022-02-15 19:28:00,2022-00008556,201 REED AVE
2022-02-15 19:30:00,2022-00008560,2010 24TH AVE NW
2022-02-15 19:32:00,2022-00008557,CHAUTAUQUA AVE & IMHOFF RD
2022-02-15 19:33:00,2022-00008565,610 BROAD LN
2022-02-15 19:34:00,2022-00002342,E ROBINSON ST / N CRAWFORD AVE
2022-02-15 19:34:00,2022-00002964,E ROBINSON ST / N CRAWFORD AVE
2022-02-15 19:34:00,2022-00008559,E ROBINSON ST / N CRAWFORD AVE
2022-02-15 19:34:00,2022-00002965,901 N PORTER AVE
2022-02-15 19:49:00,2022-00008563,1020 RIVIERA DR
2022-02-15 19:51:00,2022-00008562,CLASSEN BLVD / LOIS ST
2022-02-15 19:52:00,2022-00002343,2225 SOUTH LAKE BLVD
2022-02-15 20:05:00,2022-00002344,2027 BEAUMONT DR
2022-02-15 20:05:00,2022-00002967,2027 BEAUMONT DR
2022-02-15 20:09:00,2022-00002345,2018 RISING HILL DR
2022-02-15 20:09:00,2022-00002968,2018 RISING HILL DR
2022-02-15 20:14:00,2022-00008566,1500 E IMHOFF RD
2022-02-15 20:20:00,2022-00008568,2841 CLASSEN BLVD
2022-02-15 20:31:00,2022-00008570,2437 W MAIN ST
2022-02-15 20:35:00,2022-00008571,2900 CHAUTAUQUA AVE
2022-02-15 20:36:00,2022-00008572,1617 VALLEY RIDGE RD
2022-02-15 20:39:00,2022-00008573,100 S I35 SB I
2022-02-15 20:41:00,2022-00002346,4610 TIMBERIDGE CIR
2022-02-15 20:47:00,2022-00002347,2818 CLASSEN BLVD
2022-02-15 20:47:00,2022-00002969,2818 CLASSEN BLVD
2022-02-15 20:52:00,2022-00008574,2200 W BROOKS ST
2022-02-15 20:53:00,2022-00002971,901 N PORTER AVE
2022-02-15 20:59:00,2022-00008576,125 INTERSTATE DR E
2022-02-15 21:01:00,2022-00002348,121 E MAIN ST
2022-02-15 21:01:00,2022-00002970,121 E MAIN ST
2022-02-15 21:02:00,2022-00008575,W ROBINSON ST / 48TH AVE NW
2022-02-15 21:09:00,2022-00008577,201 W GRAY ST
2022-02-15 21:19:00,2022-00008578,1301 12TH AVE SE
2022-02-15 21:22:00,2022-00002972,901 N PORTER AVE
2022-02-15 21:31:00,2022-00008579,333 INTERSTATE DR E
2022-02-15 21:34:00,2022-00008580,7401 E ALAMEDA DR
2022-02-15 21:37:00,2022-00008581,1501 24TH AVE NE
2022-02-15 21:49:00,2022-00008582,1491 ALAMEDA ST
2022-02-15 22:01:00,2022-00002349,1219 STONE CREEK DR
2022-02-15 22:01:00,2022-00002973,1219 STONE CREEK DR
2022-02-15 22:01:00,2022-00008583,2602 BOXWOOD AVE
2022-02-15 22:05:00,2022-00002350,1325 SUPERIOR AVE
2022-02-15 22:05:00,2022-00002974,1325 SUPERIOR AVE
2022-02-15 22:05:00,2022-00002351,700 N BERRY RD
2022-02-15 22:06:00,2022-00008584,427 S CARTER AVE
2022-02-15 22:07:00,2022-00008585,2550 MOUNT WILLIAMS DR
2022-02-15 22:09:00,2022-00008586,2420 CLASSEN BLVD
2022-02-15 22:19:00,2022-00008589,2316 W LINDSEY ST
2022-02-15 22:19:00,2022-00008587,2550 MOUNT WILLIAMS DR
2022-02-15 22:19:00,2022-00002352,3501 36TH AVE NW
2022-02-15 22:19:00,2022-00002975,3501 36TH AVE NW
2022-02-15 22:19:00,2022-00008588,4000 N I35 SB I
2022-02-15 22:23:00,2022-00008590,506 N PORTER AVE
2022-02-15 22:24:00,2022-00008591,1251 ALAMEDA ST
2022-02-15 22:27:00,2022-00002976,700 S TELEPHONE RD
2022-02-15 22:38:00,2022-00002353,506 N PORTER AVE
2022-02-15 22:38:00,2022-00002977,506 N PORTER AVE
2022-02-15 22:41:00,2022-00008592,2960 CLASSEN BLVD
2022-02-15 22:48:00,2022-00002354,1400 CHARLES ST
2022-02-15 22:55:00,2022-00008593,1601 E IMHOFF RD
2022-02-15 23:09:00,2022-00008594,114 W EUFAULA ST
2022-02-15 23:38:00,2022-00002978,EMSSTAT
2022-02-15 23:38:00,2022-00002355,2038 24TH AVE SE
2022-02-15 23:39:00,2022-00008595,4724 MARSTON CT
2022-02-16 00:13:00,2022-00002979,700 S TELEPHONE RD
2022-02-16 00:14:00,2022-00008596,1301 GLEN OAKS CT
2022-02-16 00:33:00,2022-00002980,901 N PORTER AVE
2022-02-16 00:33:00,2022-00008597,930 COLLEGE AVE
2022-02-16 00:40:00,2022-00008598,1249 OAKHURST AVE
2022-02-16 00:45:00,2022-00008599,VICKSBURG AVE / YORKTOWN CIR
2022-02-16 00:50:00,2022-00008600,225 INTERSTATE DR
2022-02-16 00:55:00,2022-00008602,2316 W LINDSEY ST
2022-02-16 01:00:00,2022-00002356,750 RIDGECREST CT
2022-02-16 01:25:00,2022-00002981,1776 E ROBINSON ST
2022-02-16 01:29:00,2022-00008603,1001 E ROBINSON ST
2022-02-16 01:35:00,2022-00002358,300 HAL MULDROW DR
2022-02-16 01:35:00,2022-00002983,300 HAL MULDROW DR
2022-02-16 01:35:00,2022-00008604,300 HAL MULDROW DR
2022-02-16 01:36:00,2022-00008605,3817 24TH AVE SE
2022-02-16 02:07:00,2022-00002357,744 ELM AVE
2022-02-16 02:07:00,2022-00002982,744 ELM AVE
2022-02-16 02:13:00,2022-00008606,W BOYD ST / S UNIVERSITY BLVD
2022-02-16 02:15:00,2022-00008607,1907 TWISTED OAK DR
2022-02-16 02:24:00,2022-00002984,901 N PORTER AVE
2022-02-16 02:38:00,2022-00008608,700 N INTERSTATE DR
2022-02-16 02:41:00,2022-00008609,1784 W TECUMSEH RD
2022-02-16 02:59:00,2022-00002359,3201 13TH PL
2022-02-16 02:59:00,2022-00002985,3201 13TH PL
